CODE,Country,Date,Confirmed Cases,Daily Confirmed,Deaths,Daily Deaths,Recovered,Daily Recovered,Region,Income Level,GDP,Population
SWE,Sweden,3/5/2020,94,59,0,0,0,0,Europe,High income,576720000000,10036379
SWE,Sweden,5/5/2020,23216,495,2854,85,4074,0,Europe,High income,576720000000,10036379
VCT,Saint Vincent and the Grenadines,5/1/2020,16,0,0,0,8,0,Latin America & Caribbean,Upper middle income,903000000,110589
VCT,Saint Vincent and the Grenadines,5/24/2020,18,0,0,0,14,0,Latin America & Caribbean,Upper middle income,903000000,110589
VCT,Saint Vincent and the Grenadines,5/27/2020,18,0,0,0,14,0,Latin America & Caribbean,Upper middle income,903000000,110589
VCT,Saint Vincent and the Grenadines,5/30/2020,26,0,0,0,15,1,Latin America & Caribbean,Upper middle income,903000000,110589
NLD,Netherlands,3/5/2020,82,44,0,0,0,0,Europe,High income,954931000000,17097130
NLD,Netherlands,3/8/2020,265,77,3,2,0,0,Europe,High income,954931000000,17097130
NLD,Netherlands,3/11/2020,503,121,5,1,0,0,Europe,High income,954931000000,17097130
NLD,Netherlands,4/6/2020,18926,973,1874,103,258,1,Europe,High income,954931000000,17097130
GMB,Gambia,3/24/2020,3,1,1,0,0,0,Sub-Saharan Africa,Low income,1870000000,2347706
GMB,Gambia,4/16/2020,9,0,1,0,2,0,Sub-Saharan Africa,Low income,1870000000,2347706
GMB,Gambia,4/25/2020,10,0,1,0,8,0,Sub-Saharan Africa,Low income,1870000000,2347706
GMB,Gambia,5/24/2020,25,0,1,0,13,0,Sub-Saharan Africa,Low income,1870000000,2347706
YEM,Yemen,5/6/2020,25,3,5,1,1,0,Middle East & North Africa,Low income,31385000000,29161922
TTO,Trinidad and Tobago,4/29/2020,116,0,8,0,71,12,Latin America & Caribbean,High income,23235000000,1394973
LIE,Liechtenstein,4/15/2020,79,0,1,0,55,0,Europe,High income,6193677543,38019
IRN,Iran,5/7/2020,103135,1485,6486,68,82744,1157,Middle East & North Africa,Upper middle income,495694000000,82913906
IRQ,Iraq,3/13/2020,101,30,9,1,24,9,Middle East & North Africa,Upper middle income,246932000000,39309783
IRQ,Iraq,3/19/2020,192,28,13,1,43,0,Middle East & North Africa,Upper middle income,246932000000,39309783
IRQ,Iraq,4/17/2020,1482,48,81,1,906,50,Middle East & North Africa,Upper middle income,246932000000,39309783
PAN,Panama,4/11/2020,2974,222,74,8,17,1,Latin America & Caribbean,High income,75494000000,4246439
OMN,Oman,3/19/2020,48,9,0,0,12,0,Middle East & North Africa,High income,84158000000,4974986
OMN,Oman,3/22/2020,55,3,0,0,17,5,Middle East & North Africa,High income,84158000000,4974986
GTM,Guatemala,4/15/2020,180,13,5,0,19,0,Latin America & Caribbean,Upper middle income,87629000000,17581472
KAZ,Kazakhstan,4/16/2020,1402,107,17,1,277,37,Central Asia,Upper middle income,177322000000,18551427
GTM,Guatemala,3/17/2020,6,4,1,0,0,0,Latin America & Caribbean,Upper middle income,87629000000,17581472
GTM,Guatemala,3/26/2020,25,1,1,0,4,0,Latin America & Caribbean,Upper middle income,87629000000,17581472
FRA,France,5/10/2020,177094,312,26383,70,56327,179,Europe,High income,2876050000000,65129728
KOR,"Korea, South",3/16/2020,8236,74,75,0,1137,627,East Asia & Pacific,High income,1744360000000,51225308
KOR,"Korea, South",3/22/2020,8897,98,104,2,2909,1369,East Asia & Pacific,High income,1744360000000,51225308
KOR,"Korea, South",5/19/2020,11110,32,263,0,10066,128,East Asia & Pacific,High income,1744360000000,51225308
LAO,Laos,5/7/2020,19,0,0,0,9,0,East Asia & Pacific,Lower middle income,22013000000,7169455
LAO,Laos,5/10/2020,19,0,0,0,13,0,East Asia & Pacific,Lower middle income,22013000000,7169455
JOR,Jordan,4/19/2020,417,4,7,0,276,7,Middle East & North Africa,Upper middle income,46451000000,10101694
CAF,Central African Republic,3/18/2020,1,0,0,0,0,0,Sub-Saharan Africa,Low income,2485000000,4745185
HRV,Croatia,5/21/2020,2237,3,97,1,1978,0,Europe,High income,64590000000,4130304
LBN,Lebanon,4/30/2020,725,4,24,0,150,0,Middle East & North Africa,Upper middle income,60620000000,6855713
LBN,Lebanon,5/3/2020,737,4,25,0,200,3,Middle East & North Africa,Upper middle income,60620000000,6855713
KNA,Saint Kitts and Nevis,4/16/2020,14,0,0,0,0,0,Latin America & Caribbean,Upper middle income,1118000000,52823
WBG,Western Sahara,4/17/2020,6,0,0,0,0,0,Sub-Saharan Africa,Low income,906000000,594603
WBG,Western Sahara,4/20/2020,6,0,0,0,0,0,Sub-Saharan Africa,Low income,906000000,594603
DZA,Algeria,4/20/2020,2718,89,384,9,1099,52,Middle East & North Africa,Upper middle income,193056000000,43053054
AGO,Angola,4/30/2020,27,0,2,0,7,0,Sub-Saharan Africa,Lower middle income,96426000000,31825295
ARM,Armenia,4/7/2020,853,20,8,0,87,25,Europe,Upper middle income,13868000000,2957731
SWZ,Eswatini,5/26/2020,261,5,2,0,164,6,Sub-Saharan Africa,Lower middle income,4711000000,1148130
LVA,Latvia,4/26/2020,812,8,12,0,267,0,Europe,High income,38102000000,1906743
LVA,Latvia,5/22/2020,1030,5,22,0,712,18,Europe,High income,38102000000,1906743
LUX,Luxembourg,3/25/2020,1333,234,8,0,6,0,Europe,High income,73693000000,615729
AUS,Australia,5/12/2020,6980,10,98,1,6270,57,East Asia & Pacific,High income,1481460000000,25203198
ITA,Italy,2/9/2020,3,0,0,0,0,0,Europe,High income,2090450000000,60550075
ITA,Italy,2/15/2020,3,0,0,0,0,0,Europe,High income,2090450000000,60550075
ITA,Italy,3/18/2020,35713,4207,2978,475,4025,1084,Europe,High income,2090450000000,60550075
ITA,Italy,4/16/2020,168941,3786,22170,525,40164,2072,Europe,High income,2090450000000,60550075
ITA,Italy,4/19/2020,178972,3047,23660,433,47055,2128,Europe,High income,2090450000000,60550075
FRA,France,3/13/2020,3667,1383,79,31,12,0,Europe,High income,2876050000000,65129728
FRA,France,5/7/2020,174918,694,25990,178,55191,1112,Europe,High income,2876050000000,65129728
SVK,Slovakia,4/5/2020,485,14,1,0,10,0,Europe,High income,117399000000,5457013
SVK,Slovakia,5/30/2020,1521,1,28,0,1356,18,Europe,High income,117399000000,5457013
JOR,Jordan,3/18/2020,52,18,0,0,1,0,Middle East & North Africa,Upper middle income,46451000000,10101694
GHA,Ghana,4/19/2020,1042,208,9,0,99,0,Sub-Saharan Africa,Lower middle income,72264000000,28833629
MLI,Mali,5/4/2020,580,17,29,2,223,10,Sub-Saharan Africa,Low income,19332000000,19658031
MLI,Mali,5/10/2020,704,12,38,1,351,53,Sub-Saharan Africa,Low income,19332000000,19658031
MEX,Mexico,5/17/2020,49219,2075,5177,132,33329,1481,Latin America & Caribbean,Upper middle income,1297750000000,127575529
BRN,Brunei,5/17/2020,141,0,1,0,136,0,East Asia & Pacific,High income,14281000000,433285
GUY,Guyana,4/7/2020,33,2,5,1,8,0,Latin America & Caribbean,Upper middle income,4609000000,782766
KGZ,Kyrgyzstan,3/30/2020,94,10,0,0,3,3,Central Asia,Lower middle income,8781000000,6415850
KGZ,Kyrgyzstan,5/4/2020,830,35,10,0,575,11,Central Asia,Lower middle income,8781000000,6415850
MYS,Malaysia,2/16/2020,22,0,0,0,7,0,East Asia & Pacific,Upper middle income,401985000000,31949777
Aruba,Aruba,3/19/2020,4,0,0,0,0,0,Latin America & Caribbean,NULL,NULL,NULL
ARM,Armenia,5/6/2020,2782,163,40,0,1135,24,Europe,Upper middle income,13868000000,2957731
ARM,Armenia,5/9/2020,3175,146,44,1,1267,49,Europe,Upper middle income,13868000000,2957731
GRC,Greece,3/21/2020,530,35,13,7,19,0,Europe,High income,230500000000,10473455
ARG,Argentina,4/12/2020,2142,167,90,7,468,28,Latin America & Caribbean,Upper middle income,515353000000,44780677
ARG,Argentina,5/11/2020,6278,244,314,9,1837,80,Latin America & Caribbean,Upper middle income,515353000000,44780677
PRT,Portugal,6/2/2020,32895,195,1436,12,19869,317,Europe,High income,249912000000,10226187
QAT,Qatar,3/1/2020,3,2,0,0,0,0,Middle East & North Africa,High income,204008000000,2832067
QAT,Qatar,3/27/2020,562,13,0,0,43,0,Middle East & North Africa,High income,204008000000,2832067
SAU,Saudi Arabia,4/1/2020,1720,157,16,6,264,99,Middle East & North Africa,High income,790062000000,34268528
SAU,Saudi Arabia,5/26/2020,76726,1931,411,12,48450,2782,Middle East & North Africa,High income,790062000000,34268528
ZAF,South Africa,3/29/2020,1280,93,2,1,31,0,Sub-Saharan Africa,Upper middle income,386727000000,58558270
LKA,Sri Lanka,3/9/2020,1,0,0,0,1,0,South Asia,Upper middle income,89942000000,21323733
LKA,Sri Lanka,5/9/2020,847,12,9,0,260,20,South Asia,Upper middle income,89942000000,21323733
EGY,Egypt,2/26/2020,1,0,0,0,0,0,Middle East & North Africa,Lower middle income,331360000000,100388073
AFG,Afghanistan,5/25/2020,11173,591,219,1,1097,22,Central Asia,Low income,20682000000,38041754
KOR,"Korea, South",1/22/2020,1,0,NULL,0,NULL,0,East Asia & Pacific,High income,1744360000000,51225308
KOR,"Korea, South",5/23/2020,11190,25,266,0,10213,19,East Asia & Pacific,High income,1744360000000,51225308
LAO,Laos,4/12/2020,19,1,0,0,0,0,East Asia & Pacific,Lower middle income,22013000000,7169455
ESY,Estonia,3/10/2020,12,2,0,0,0,0,Europe,High income,33235000000,1325648
BGD,Bangladesh,4/21/2020,3382,434,110,9,87,2,South Asia,Lower middle income,343279000000,163046161
IRN,Iran,4/12/2020,71686,1657,4474,117,43894,1947,Middle East & North Africa,Upper middle income,495694000000,82913906
IRN,Iran,5/17/2020,120198,1806,6988,51,94464,1317,Middle East & North Africa,Upper middle income,495694000000,82913906
JAM,Jamaica,3/24/2020,21,2,1,0,2,0,Latin America & Caribbean,Upper middle income,16717000000,2948279
SYC,Seychelles,5/8/2020,11,0,0,0,8,0,Sub-Saharan Africa,High income,1739000000,97739
ALB,Albania,5/13/2020,880,4,31,0,688,6,Europe,Upper middle income,17210000000,2880917
DNK,Denmark,2/27/2020,1,1,0,0,0,0,Europe,High income,364546000000,5771876
GNQ,Guinea,4/15/2020,404,41,1,1,31,0,Sub-Saharan Africa,Low income,13603000000,12771246
GNB,Guinea-Bissau,5/5/2020,413,0,1,0,19,0,Sub-Saharan Africa,Low income,1669000000,1920922
GNB,Guinea-Bissau,5/11/2020,761,35,3,0,26,0,Sub-Saharan Africa,Low income,1669000000,1920922
GUY,Guyana,5/10/2020,104,10,10,0,35,0,Latin America & Caribbean,Upper middle income,4609000000,782766
OMN,Others,4/14/2020,721,0,14,1,639,20,NULL,NULL,NULL,NULL
OMN,Others,4/17/2020,721,0,15,1,644,0,NULL,NULL,NULL,NULL
AZE,Bahamas,3/26/2020,9,4,0,0,1,0,Latin America & Caribbean,High income,13710000000,389482
AZE,Bahamas,4/1/2020,21,7,1,1,1,0,Latin America & Caribbean,High income,13710000000,389482
EGY,Egypt,5/29/2020,22082,1289,879,34,5511,152,Middle East & North Africa,Lower middle income,331360000000,100388073
SLV,El Salvador,4/7/2020,78,9,4,0,5,0,Latin America & Caribbean,Lower middle income,28202000000,6453553
SLV,El Salvador,4/10/2020,117,14,6,0,15,1,Latin America & Caribbean,Lower middle income,28202000000,6453553
SLV,El Salvador,4/13/2020,137,12,6,0,22,1,Latin America & Caribbean,Lower middle income,28202000000,6453553
MDA,Moldova,5/15/2020,5745,192,202,8,2228,0,Europe,Lower middle income,12793000000,4043263
BDI,Burundi,4/19/2020,5,0,1,0,0,0,Sub-Saharan Africa,Low income,3714000000,10864245
BDI,Burundi,4/22/2020,11,6,1,0,4,0,Sub-Saharan Africa,Low income,3714000000,10864245
BDI,Burundi,5/30/2020,63,21,1,0,33,13,Sub-Saharan Africa,Low income,3714000000,10864245
KOR,"Korea, South",1/28/2020,4,0,NULL,0,NULL,0,East Asia & Pacific,High income,1744360000000,51225308
KOR,"Korea, South",3/20/2020,8652,87,94,3,1540,0,East Asia & Pacific,High income,1744360000000,51225308
KOR,"Korea, South",3/23/2020,8961,64,111,7,3166,257,East Asia & Pacific,High income,1744360000000,51225308
KOR,"Korea, South",5/26/2020,11265,40,269,0,10295,20,East Asia & Pacific,High income,1744360000000,51225308
BGR,Bulgaria,4/28/2020,1399,36,58,0,222,16,Europe,Upper middle income,71746000000,7000119
SYR,Syria,3/24/2020,1,0,0,0,0,0,Middle East & North Africa,Low income,22163075121,17070135
SYR,Syria,5/4/2020,44,0,3,0,27,0,Middle East & North Africa,Low income,22163075121,17070135
SYR,Syria,6/2/2020,123,0,6,1,50,4,Middle East & North Africa,Low income,22163075121,17070135
AUT,Austria,4/7/2020,12639,342,243,23,4046,583,Europe,High income,481678000000,8955102
POL,Poland,5/18/2020,18885,356,936,11,7628,177,Europe,High income,643274000000,37887768
CYP,Cyprus,3/18/2020,49,3,0,0,0,0,Europe,High income,26348000000,1179551
JAM,Jamaica,5/21/2020,534,5,9,0,181,10,Latin America & Caribbean,Upper middle income,16717000000,2948279
JAM,Jamaica,5/27/2020,569,5,9,0,279,12,Latin America & Caribbean,Upper middle income,16717000000,2948279
GRD,Grenada,5/6/2020,21,0,0,0,13,0,Latin America & Caribbean,Upper middle income,1330000000,112003
GRD,Grenada,6/1/2020,23,0,0,0,18,0,Latin America & Caribbean,Upper middle income,1330000000,112003
MRT,Mauritania,4/5/2020,6,0,1,0,2,0,Sub-Saharan Africa,Lower middle income,5697000000,4525696
MRT,Mauritania,5/7/2020,8,0,1,0,6,0,Sub-Saharan Africa,Lower middle income,5697000000,4525696
BWQ,Botswana,4/10/2020,13,0,1,0,0,0,Sub-Saharan Africa,Upper middle income,20873000000,2303697
BWQ,Botswana,5/12/2020,24,0,1,0,17,5,Sub-Saharan Africa,Upper middle income,20873000000,2303697
BRA,Brazil,2/27/2020,1,0,0,0,0,0,Latin America & Caribbean,Upper middle income,2062500000000,211049527
BRA,Brazil,4/25/2020,59324,5281,4057,353,29160,1505,Latin America & Caribbean,Upper middle income,2062500000000,211049527
BRA,Brazil,4/28/2020,73235,5789,5083,480,32544,1402,Latin America & Caribbean,Upper middle income,2062500000000,211049527
ECU,Ecuador,4/21/2020,10398,270,520,13,1207,57,Latin America & Caribbean,Upper middle income,107730000000,17373662
ECU,Ecuador,5/23/2020,36258,430,3096,40,3557,0,Latin America & Caribbean,Upper middle income,107730000000,17373662
LIE,Liechtenstein,3/27/2020,56,0,0,0,0,0,Europe,High income,6193677543,38019
GNQ,Equatorial Guinea,3/24/2020,9,0,0,0,0,0,Sub-Saharan Africa,Upper middle income,12263000000,1355986
GNQ,Equatorial Guinea,3/15/2020,1,1,0,0,0,0,Sub-Saharan Africa,Upper middle income,12263000000,1355986
CHL,Chile,4/9/2020,5972,426,57,9,1274,159,Latin America & Caribbean,High income,313561000000,18952038
CHL,Chile,5/2/2020,18435,1427,247,13,9572,554,Latin America & Caribbean,High income,313561000000,18952038
CHL,Chile,5/8/2020,25972,1391,294,9,12160,496,Latin America & Caribbean,High income,313561000000,18952038
CHL,Chile,5/11/2020,30063,1197,323,11,13605,493,Latin America & Caribbean,High income,313561000000,18952038
TLS,East Timor,3/24/2020,1,0,0,0,0,0,East Asia & Pacific,NULL,NULL,NULL
TLS,East Timor,3/30/2020,1,0,0,0,0,0,East Asia & Pacific,NULL,NULL,NULL
TLS,East Timor,4/25/2020,24,0,0,0,2,0,East Asia & Pacific,NULL,NULL,NULL
TLS,East Timor,5/30/2020,24,0,0,0,24,0,East Asia & Pacific,NULL,NULL,NULL
HUN,Hungary,3/10/2020,9,0,0,0,0,0,Europe,High income,177734000000,9684679
HUN,Hungary,4/8/2020,895,78,58,11,94,23,Europe,High income,177734000000,9684679
HUN,Hungary,5/1/2020,2863,88,323,11,609,28,Europe,High income,177734000000,9684679
HUN,Hungary,6/2/2020,3921,29,532,5,2160,4,Europe,High income,177734000000,9684679
GNQ,Guinea,4/6/2020,128,7,0,0,5,0,Sub-Saharan Africa,Low income,13603000000,12771246
GNQ,Guinea,4/12/2020,250,0,0,0,17,0,Sub-Saharan Africa,Low income,13603000000,12771246
GNB,Guinea-Bissau,4/12/2020,38,0,0,0,0,0,Sub-Saharan Africa,Low income,1669000000,1920922
GUY,Guyana,4/5/2020,24,1,4,0,0,0,Latin America & Caribbean,Upper middle income,4609000000,782766
MUS,Mauritius,4/2/2020,169,8,7,1,0,0,Sub-Saharan Africa,Upper middle income,15757000000,1198575
PLW,Palestine,6/1/2020,449,1,3,0,372,0,Middle East & North Africa,Lower middle income,13397100000,5051953
SMR,San Marino,4/11/2020,356,12,35,1,53,3,Europe,High income,1672000000,33860
BRB,Barbados,3/19/2020,5,3,0,0,0,0,Latin America & Caribbean,High income,5339000000,287025
BRB,Barbados,5/16/2020,86,1,7,0,67,2,Latin America & Caribbean,High income,5339000000,287025
TCD,Chad,5/12/2020,357,35,40,9,76,23,Sub-Saharan Africa,Low income,12547000000,15946876
CPV,Cape Verde,5/8/2020,230,12,2,0,44,6,Sub-Saharan Africa,Lower middle income,2208000000,549935
CPV,Cape Verde,5/11/2020,260,14,2,0,58,2,Sub-Saharan Africa,Lower middle income,2208000000,549935
CPV,Cape Verde,5/14/2020,315,26,2,0,67,6,Sub-Saharan Africa,Lower middle income,2208000000,549935
DMA,Dominica,4/16/2020,16,0,0,0,8,0,Latin America & Caribbean,Upper middle income,590000000,71808
LVA,Latvia,3/23/2020,180,41,0,0,1,0,Europe,High income,38102000000,1906743
AUS,Australia,4/17/2020,6522,60,66,3,3808,1453,East Asia & Pacific,High income,1481460000000,25203198
AUS,Australia,5/10/2020,6948,9,97,0,6167,26,East Asia & Pacific,High income,1481460000000,25203198
AUS,Australia,5/16/2020,7044,9,98,0,6364,5,East Asia & Pacific,High income,1481460000000,25203198
ITA,Italy,2/13/2020,3,0,0,0,0,0,Europe,High income,2090450000000,60550075
ITA,Italy,2/16/2020,3,0,0,0,0,0,Europe,High income,2090450000000,60550075
ITA,Italy,2/19/2020,3,0,0,0,0,0,Europe,High income,2090450000000,60550075
ITA,Italy,3/22/2020,59138,5560,5476,651,7024,952,Europe,High income,2090450000000,60550075
FRA,France,3/11/2020,2284,500,48,15,12,0,Europe,High income,2876050000000,65129728
FRA,France,4/15/2020,134582,3221,17188,1440,31470,2372,Europe,High income,2876050000000,65129728
SVK,Slovakia,4/1/2020,400,37,1,1,3,0,Europe,High income,117399000000,5457013
SVK,Slovakia,4/30/2020,1396,5,23,1,524,40,Europe,High income,117399000000,5457013
SVK,Slovakia,5/6/2020,1429,8,25,0,762,21,Europe,High income,117399000000,5457013
SVK,Slovakia,5/29/2020,1520,0,28,0,1338,6,Europe,High income,117399000000,5457013
GHA,Ghana,4/9/2020,378,65,6,0,3,0,Sub-Saharan Africa,Lower middle income,72264000000,28833629
MLI,Mali,4/18/2020,216,45,13,0,41,7,Sub-Saharan Africa,Low income,19332000000,19658031
Martinique,Martinique,3/21/2020,32,0,1,0,0,0,Latin America & Caribbean,NULL,NULL,NULL
KGZ,Kyrgyzstan,4/9/2020,280,10,4,0,35,2,Central Asia,Lower middle income,8781000000,6415850
KGZ,Kyrgyzstan,5/2/2020,769,13,8,0,527,23,Central Asia,Lower middle income,8781000000,6415850
ALB,Albania,5/7/2020,842,10,31,0,605,10,Europe,Upper middle income,17210000000,2880917
JPN,Japan,4/5/2020,3139,0,77,0,514,0,East Asia & Pacific,High income,5495420000000,126860301
TCD,Chad,4/10/2020,11,0,0,0,2,0,Sub-Saharan Africa,Low income,12547000000,15946876
BWQ,Botswana,5/15/2020,24,0,1,0,17,0,Sub-Saharan Africa,Upper middle income,20873000000,2303697
CRI,Costa Rica,5/1/2020,725,6,6,0,355,17,Latin America & Caribbean,Upper middle income,63460000000,5047561
MYS,Malaysia,2/12/2020,18,0,0,0,3,0,East Asia & Pacific,Upper middle income,401985000000,31949777
MYS,Malaysia,3/18/2020,790,117,2,0,60,11,East Asia & Pacific,Upper middle income,401985000000,31949777
MYS,Malaysia,4/13/2020,4817,134,77,1,2276,168,East Asia & Pacific,Upper middle income,401985000000,31949777
AZE,Azerbaijan,5/16/2020,3138,158,36,0,1944,58,Europe,Upper middle income,47429000000,10047718
BEL,Belgium,5/25/2020,57342,250,9312,32,15297,25,Europe,High income,553781000000,11539328
CZE,Czechia,3/1/2020,3,3,0,0,0,0,Europe,High income,259736000000,10689209
CZE,Czechia,4/22/2020,7132,99,208,7,1989,236,Europe,High income,259736000000,10689209
DOM,Dominican Republic,5/3/2020,7954,376,333,7,1606,125,Latin America & Caribbean,Upper middle income,90459000000,10738958
DOM,Dominican Republic,5/29/2020,16531,463,488,3,9266,314,Latin America & Caribbean,Upper middle income,90459000000,10738958
SAU,Saudi Arabia,4/29/2020,21402,1325,157,5,2953,169,Middle East & North Africa,High income,790062000000,34268528
SAU,Saudi Arabia,5/22/2020,67719,2642,364,13,39003,2963,Middle East & North Africa,High income,790062000000,34268528
SEN,Senegal,3/19/2020,31,0,0,0,2,0,Sub-Saharan Africa,Lower middle income,28062000000,16296364
SEN,Senegal,3/25/2020,99,13,0,0,9,1,Sub-Saharan Africa,Lower middle income,28062000000,16296364
SEN,Senegal,4/17/2020,342,7,2,0,198,4,Sub-Saharan Africa,Lower middle income,28062000000,16296364
Hong Kong,Hong Kong,1/26/2020,8,3,NULL,0,NULL,0,East Asia & Pacific,NULL,NULL,NULL
KOR,"Korea, South",2/23/2020,602,169,6,4,18,2,East Asia & Pacific,High income,1744360000000,51225308
AFG,Afghanistan,2/25/2020,1,0,0,0,0,0,Central Asia,Low income,20682000000,38041754
AFG,Afghanistan,4/29/2020,1939,111,60,2,252,24,Central Asia,Low income,20682000000,38041754
CUB,Cuba,4/25/2020,1337,52,51,2,437,21,Latin America & Caribbean,Upper middle income,89688700000,11333483
CUB,Cuba,5/27/2020,1974,11,82,0,1724,15,Latin America & Caribbean,Upper middle income,89688700000,11333483
AUT,Austria,3/15/2020,860,205,1,0,6,0,Europe,High income,481678000000,8955102
BGD,Bangladesh,4/27/2020,5913,497,152,7,131,9,South Asia,Lower middle income,343279000000,163046161
CAF,Central African Republic,4/15/2020,12,1,0,0,4,0,Sub-Saharan Africa,Low income,2485000000,4745185
CAF,Central African Republic,4/18/2020,12,0,0,0,4,0,Sub-Saharan Africa,Low income,2485000000,4745185
SUR,Suriname,5/21/2020,11,0,1,0,9,0,Latin America & Caribbean,Upper middle income,3919000000,581372
IRN,Iran,4/9/2020,66220,1634,4110,117,32309,2497,Middle East & North Africa,Upper middle income,495694000000,82913906
TUR,Turkey,4/24/2020,104912,3122,2600,109,21737,3246,Europe,Upper middle income,809555000000,83429615
DNK,Denmark,4/28/2020,9049,153,434,7,6313,165,Europe,High income,364546000000,5771876
DNK,Denmark,5/30/2020,11833,40,571,3,10525,87,Europe,High income,364546000000,5771876
TLS,East Timor,5/27/2020,24,0,0,0,24,0,East Asia & Pacific,NULL,NULL,NULL
SYC,Seychelles,4/3/2020,10,0,0,0,0,0,Sub-Saharan Africa,High income,1739000000,97739
LBR,Liberia,4/8/2020,31,17,4,1,3,0,Sub-Saharan Africa,Low income,3217000000,4937374
MDG,Madagascar,5/15/2020,238,8,0,0,112,4,Sub-Saharan Africa,Low income,13542000000,26969307
OMN,Others,3/16/2020,696,0,7,0,325,0,NULL,NULL,NULL,NULL
BFA,Burkina Faso,4/8/2020,414,30,23,4,134,7,Sub-Saharan Africa,Low income,16266000000,20321378
CPV,Cape Verde,4/6/2020,7,0,1,0,1,1,Sub-Saharan Africa,Lower middle income,2208000000,549935
DMA,Dominica,4/13/2020,16,0,0,0,8,0,Latin America & Caribbean,Upper middle income,590000000,71808
DMA,Dominica,5/9/2020,16,0,0,0,14,0,Latin America & Caribbean,Upper middle income,590000000,71808
BEL,Belgium,4/23/2020,42797,908,6490,228,9800,367,Europe,High income,553781000000,11539328
BTN,Bhutan,4/10/2020,5,0,0,0,2,0,South Asia,Lower middle income,2939000000,763092
BIH,Bosnia and Herzegovina,3/12/2020,11,4,0,0,0,0,Europe,Upper middle income,21343000000,3301000
COL,Colombia,5/23/2020,20177,1046,705,23,4718,143,Latin America & Caribbean,Upper middle income,352810000000,50339443
CHL,Chile,3/11/2020,23,10,0,0,0,0,Latin America & Caribbean,High income,313561000000,18952038
CHL,Chile,4/3/2020,3737,333,22,4,427,92,Latin America & Caribbean,High income,313561000000,18952038
MNG,Mongolia,5/31/2020,179,0,0,0,44,0,Central Asia,Lower middle income,14960000000,3225167
GNB,Guinea-Bissau,4/6/2020,18,0,0,0,0,0,Sub-Saharan Africa,Low income,1669000000,1920922
GNB,Guinea-Bissau,4/9/2020,36,3,0,0,0,0,Sub-Saharan Africa,Low income,1669000000,1920922
MDG,Madagascar,4/16/2020,111,1,0,0,33,4,Sub-Saharan Africa,Low income,13542000000,26969307
MDG,Madagascar,5/18/2020,322,18,1,0,119,5,Sub-Saharan Africa,Low income,13542000000,26969307
NGA,Nigeria,5/10/2020,4399,248,143,15,778,33,Sub-Saharan Africa,Lower middle income,496122000000,200963599
KHM,Cambodia,3/19/2020,37,2,0,0,1,0,East Asia & Pacific,Lower middle income,29309000000,16486542
TUN,Tunisia,5/28/2020,1068,17,48,0,938,9,Middle East & North Africa,Lower middle income,35150000000,11694719
DMA,Dominica,5/15/2020,16,0,0,0,15,0,Latin America & Caribbean,Upper middle income,590000000,71808
CPV,Cape Verde,4/9/2020,7,0,1,0,1,0,Sub-Saharan Africa,Lower middle income,2208000000,549935
CPV,Cape Verde,4/12/2020,8,0,1,0,1,0,Sub-Saharan Africa,Lower middle income,2208000000,549935
DJI,Djibouti,4/18/2020,732,0,2,0,76,0,Middle East & North Africa,Lower middle income,2599000000,973560
DOM,Dominican Republic,3/29/2020,859,140,39,11,3,0,Latin America & Caribbean,Upper middle income,90459000000,10738958
DOM,Dominican Republic,4/30/2020,6972,320,301,8,1301,73,Latin America & Caribbean,Upper middle income,90459000000,10738958
KAZ,Kazakhstan,3/25/2020,81,9,0,0,0,0,Central Asia,Upper middle income,177322000000,18551427
COG,Congo (Brazzaville),3/16/2020,1,0,0,0,0,0,Sub-Saharan Africa,Low income,NULL,0
COG,Congo (Brazzaville),5/10/2020,274,0,10,0,33,0,Sub-Saharan Africa,Low income,NULL,0
CZE,Czechia,4/28/2020,7504,59,227,4,2948,122,Europe,High income,259736000000,10689209
EGY,Egypt,4/4/2020,1070,85,71,5,241,25,Middle East & North Africa,Lower middle income,331360000000,100388073
EGY,Egypt,4/7/2020,1450,128,94,9,276,17,Middle East & North Africa,Lower middle income,331360000000,100388073
SWZ,Eswatini,5/22/2020,225,5,2,0,119,7,Sub-Saharan Africa,Lower middle income,4711000000,1148130
QAT,Qatar,3/3/2020,7,4,0,0,0,0,Middle East & North Africa,High income,204008000000,2832067
QAT,Qatar,3/29/2020,634,44,1,0,48,3,Middle East & North Africa,High income,204008000000,2832067
AFG,Afghanistan,5/22/2020,9216,540,205,12,996,58,Central Asia,Low income,20682000000,38041754
AFG,Afghanistan,5/31/2020,15205,680,257,8,1328,25,Central Asia,Low income,20682000000,38041754
MDA,Moldova,3/15/2020,23,11,0,0,0,0,Europe,Lower middle income,12793000000,4043263
MDA,Moldova,4/13/2020,1712,50,35,4,107,13,Europe,Lower middle income,12793000000,4043263
JOR,Jordan,4/23/2020,437,2,7,0,318,3,Middle East & North Africa,Upper middle income,46451000000,10101694
CUB,Cuba,5/18/2020,1881,9,79,0,1505,10,Latin America & Caribbean,Upper middle income,89688700000,11333483
CUB,Cuba,5/21/2020,1908,8,80,1,1603,30,Latin America & Caribbean,Upper middle income,89688700000,11333483
CUB,Cuba,5/24/2020,1941,10,82,1,1689,18,Latin America & Caribbean,Upper middle income,89688700000,11333483
PAN,Panama,4/18/2020,4210,194,116,7,122,24,Latin America & Caribbean,High income,75494000000,4246439
